module_id,question,isCalc,code,msg,video_url
1009442,"4.一个长方体水箱,长10 dm、宽6 dm,水深4.5 dm,当把一块石头放入水箱后(完全浸没),水位上升到7 dm(水未溢出)。这块石头的体积是多少?(6分)",True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009442&question=4.%E4%B8%80%E4%B8%AA%E9%95%BF%E6%96%B9%E4%BD%93%E6%B0%B4%E7%AE%B1%2C%E9%95%BF10+dm%E3%80%81%E5%AE%BD6+dm%2C%E6%B0%B4%E6%B7%B14.5+dm%2C%E5%BD%93%E6%8A%8A%E4%B8%80%E5%9D%97%E7%9F%B3%E5%A4%B4%E6%94%BE%E5%85%A5%E6%B0%B4%E7%AE%B1%E5%90%8E%28%E5%AE%8C%E5%85%A8%E6%B5%B8%E6%B2%A1%29%2C%E6%B0%B4%E4%BD%8D%E4%B8%8A%E5%8D%87%E5%88%B07+dm%28%E6%B0%B4%E6%9C%AA%E6%BA%A2%E5%87%BA%29%E3%80%82%E8%BF%99%E5%9D%97%E7%9F%B3%E5%A4%B4%E7%9A%84%E4%BD%93%E7%A7%AF%E6%98%AF%E5%A4%9A%E5%B0%91%3F%286%E5%88%86%29
1009464,2.把一块不规则的石块放入一个棱长是8分米的正方体容器，水面上升了5厘米，求这块石块的体积。,False,0,success,
1009469,3.一个长方体玻璃缸，从里面量长8分米，宽6分米，高4分米，水深2.9分米。如果投入一块棱长为4分米的正方体铁块，缸里水将溢出多少升？（5分）,False,0,success,
1009471,在一个长48cm、宽25cm、高20cm的长方体水箱中注入15cm深的水，把一个棱长为12cm的正方体铁块沉入水中，则水箱内的水面将上升到几厘米？,False,0,success,
1009487,3.把一块珊瑚石放进一个有水的容器中，完全浸没，水平上升了3dm，容器的底面积是48dm^2，这块珊瑚石的体积是多大?(6分),True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009487&question=3.%E6%8A%8A%E4%B8%80%E5%9D%97%E7%8F%8A%E7%91%9A%E7%9F%B3%E6%94%BE%E8%BF%9B%E4%B8%80%E4%B8%AA%E6%9C%89%E6%B0%B4%E7%9A%84%E5%AE%B9%E5%99%A8%E4%B8%AD%EF%BC%8C%E5%AE%8C%E5%85%A8%E6%B5%B8%E6%B2%A1%EF%BC%8C%E6%B0%B4%E5%B9%B3%E4%B8%8A%E5%8D%87%E4%BA%863dm%EF%BC%8C%E5%AE%B9%E5%99%A8%E7%9A%84%E5%BA%95%E9%9D%A2%E7%A7%AF%E6%98%AF48dm%5E2%EF%BC%8C%E8%BF%99%E5%9D%97%E7%8F%8A%E7%91%9A%E7%9F%B3%E7%9A%84%E4%BD%93%E7%A7%AF%E6%98%AF%E5%A4%9A%E5%A4%A7%3F%286%E5%88%86%29
1009705,往一个长30厘米，宽20厘米，深15厘米的水箱内倒入3升水，这时水面离箱口还有多少分米？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009705&question=%E5%BE%80%E4%B8%80%E4%B8%AA%E9%95%BF30%E5%8E%98%E7%B1%B3%EF%BC%8C%E5%AE%BD20%E5%8E%98%E7%B1%B3%EF%BC%8C%E6%B7%B115%E5%8E%98%E7%B1%B3%E7%9A%84%E6%B0%B4%E7%AE%B1%E5%86%85%E5%80%92%E5%85%A53%E5%8D%87%E6%B0%B4%EF%BC%8C%E8%BF%99%E6%97%B6%E6%B0%B4%E9%9D%A2%E7%A6%BB%E7%AE%B1%E5%8F%A3%E8%BF%98%E6%9C%89%E5%A4%9A%E5%B0%91%E5%88%86%E7%B1%B3%EF%BC%9F
1009424,"一间教室长8米，宽是6米，高是4米。要粉刷教室的屋顶和四面墙壁，除去门窗和黑板面积25.4m2,如果每平方米要12元涂料，粉刷这间教室需要多少元涂料费？",False,0,success,
1009425,一个长方体形状的蓄水池，长5m，宽4m，高2.5m。要给池底和四壁抹上水泥，如果每平方米用水泥20.4kg，一共要用水泥多少千克？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009425&question=%E4%B8%80%E4%B8%AA%E9%95%BF%E6%96%B9%E4%BD%93%E5%BD%A2%E7%8A%B6%E7%9A%84%E8%93%84%E6%B0%B4%E6%B1%A0%EF%BC%8C%E9%95%BF5m%EF%BC%8C%E5%AE%BD4m%EF%BC%8C%E9%AB%982.5m%E3%80%82%E8%A6%81%E7%BB%99%E6%B1%A0%E5%BA%95%E5%92%8C%E5%9B%9B%E5%A3%81%E6%8A%B9%E4%B8%8A%E6%B0%B4%E6%B3%A5%EF%BC%8C%E5%A6%82%E6%9E%9C%E6%AF%8F%E5%B9%B3%E6%96%B9%E7%B1%B3%E7%94%A8%E6%B0%B4%E6%B3%A520.4kg%EF%BC%8C%E4%B8%80%E5%85%B1%E8%A6%81%E7%94%A8%E6%B0%B4%E6%B3%A5%E5%A4%9A%E5%B0%91%E5%8D%83%E5%85%8B%EF%BC%9F
1009431,2、一个无盖的长方形鱼缸，长0.4米、宽0.25米、深0.3米，做这只鱼缸至少要用玻璃多少平方米？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009431&question=2%E3%80%81%E4%B8%80%E4%B8%AA%E6%97%A0%E7%9B%96%E7%9A%84%E9%95%BF%E6%96%B9%E5%BD%A2%E9%B1%BC%E7%BC%B8%EF%BC%8C%E9%95%BF0.4%E7%B1%B3%E3%80%81%E5%AE%BD0.25%E7%B1%B3%E3%80%81%E6%B7%B10.3%E7%B1%B3%EF%BC%8C%E5%81%9A%E8%BF%99%E5%8F%AA%E9%B1%BC%E7%BC%B8%E8%87%B3%E5%B0%91%E8%A6%81%E7%94%A8%E7%8E%BB%E7%92%83%E5%A4%9A%E5%B0%91%E5%B9%B3%E6%96%B9%E7%B1%B3%EF%BC%9F
1009439,一节长方体形状的铁皮通风管长2米，横截面是边长为10厘米的正方体，做12节通风管至少需要多少平方厘米铁皮？,False,0,success,
1009441,2．学校活动中心要油漆5根长方体柱子（只漆侧面）。柱子横截面是边长3dm的正方形，柱子高4m，每平方米需要4.5元油漆，买油漆共要多少钱？,False,0,success,
1009444,23.一个水池长6米、宽5米、高1.5米。池里所储的水是36立方米，问现在水面距池口多少米？,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009444&question=23.%E4%B8%80%E4%B8%AA%E6%B0%B4%E6%B1%A0%E9%95%BF6%E7%B1%B3%E3%80%81%E5%AE%BD5%E7%B1%B3%E3%80%81%E9%AB%981.5%E7%B1%B3%E3%80%82%E6%B1%A0%E9%87%8C%E6%89%80%E5%82%A8%E7%9A%84%E6%B0%B4%E6%98%AF36%E7%AB%8B%E6%96%B9%E7%B1%B3%EF%BC%8C%E9%97%AE%E7%8E%B0%E5%9C%A8%E6%B0%B4%E9%9D%A2%E8%B7%9D%E6%B1%A0%E5%8F%A3%E5%A4%9A%E5%B0%91%E7%B1%B3%EF%BC%9F
1009445,13.教室长10米，宽6米，高3.5米，要粉刷教室的四面墙壁和天花板（除去门窗和黑板的面积12平方米)，共要粉刷多大的面积?,False,0,success,
1009450,碧波游泳池，长25米，宽10米，深1.6米，在游泳池的四周和池底砌瓷砖，如果瓷砖的边长是1分米的正方形，那么至少需要这种瓷砖多少块？,False,0,success,
1009456,6．如图，把一根长50dm的长方体木材截成三段，表面积比原来增加0.96dm²。原来这根木材的体积是多少立方分米？,False,0,success,
1009479,水泥厂要制作10根长方体铁皮通风管，管口是边长30厘米的正方形，管子长2米。共需多少平方米铁皮？,False,0,success,
1009584,5.一个用硬纸板做成的长方体影集封套，长30厘米，宽25厘米，高2厘米，封套的左面不封口，做这个封套至少需要多少平方厘米硬纸板？（6分）,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009584&question=5.%E4%B8%80%E4%B8%AA%E7%94%A8%E7%A1%AC%E7%BA%B8%E6%9D%BF%E5%81%9A%E6%88%90%E7%9A%84%E9%95%BF%E6%96%B9%E4%BD%93%E5%BD%B1%E9%9B%86%E5%B0%81%E5%A5%97%EF%BC%8C%E9%95%BF30%E5%8E%98%E7%B1%B3%EF%BC%8C%E5%AE%BD25%E5%8E%98%E7%B1%B3%EF%BC%8C%E9%AB%982%E5%8E%98%E7%B1%B3%EF%BC%8C%E5%B0%81%E5%A5%97%E7%9A%84%E5%B7%A6%E9%9D%A2%E4%B8%8D%E5%B0%81%E5%8F%A3%EF%BC%8C%E5%81%9A%E8%BF%99%E4%B8%AA%E5%B0%81%E5%A5%97%E8%87%B3%E5%B0%91%E9%9C%80%E8%A6%81%E5%A4%9A%E5%B0%91%E5%B9%B3%E6%96%B9%E5%8E%98%E7%B1%B3%E7%A1%AC%E7%BA%B8%E6%9D%BF%EF%BC%9F%EF%BC%886%E5%88%86%EF%BC%89
1009626,2.宾馆门厅里有2根方柱，每根方柱高6米，底面是边长为80厘米的正方形。如果在每根方柱的四周贴上大理石，那么贴大理石的面积是多少平方米？（5分）,True,0,success,https://qz-test.oss-cn-beijing.aliyuncs.com/word-problem-h5/index.html#/CourseTab?module_id=1009626&question=2.%E5%AE%BE%E9%A6%86%E9%97%A8%E5%8E%85%E9%87%8C%E6%9C%892%E6%A0%B9%E6%96%B9%E6%9F%B1%EF%BC%8C%E6%AF%8F%E6%A0%B9%E6%96%B9%E6%9F%B1%E9%AB%986%E7%B1%B3%EF%BC%8C%E5%BA%95%E9%9D%A2%E6%98%AF%E8%BE%B9%E9%95%BF%E4%B8%BA80%E5%8E%98%E7%B1%B3%E7%9A%84%E6%AD%A3%E6%96%B9%E5%BD%A2%E3%80%82%E5%A6%82%E6%9E%9C%E5%9C%A8%E6%AF%8F%E6%A0%B9%E6%96%B9%E6%9F%B1%E7%9A%84%E5%9B%9B%E5%91%A8%E8%B4%B4%E4%B8%8A%E5%A4%A7%E7%90%86%E7%9F%B3%EF%BC%8C%E9%82%A3%E4%B9%88%E8%B4%B4%E5%A4%A7%E7%90%86%E7%9F%B3%E7%9A%84%E9%9D%A2%E7%A7%AF%E6%98%AF%E5%A4%9A%E5%B0%91%E5%B9%B3%E6%96%B9%E7%B1%B3%EF%BC%9F%EF%BC%885%E5%88%86%EF%BC%89
1009449,一个长方体棱长的总和是60CM，已知长是宽的1.5倍，宽是高的2倍，求这个长方体的长、宽、高。,False,0,success,
1009516,5.将一根384cm的铁丝焊成一个长、宽、高的比是3:2:1的长方体模型。这个模型的长、宽、高各是多少厘米？,False,0,success,
