module_id,question,isCalc,code,msg,video_url
"{'question': '4.一个长方体水箱,长10 dm、宽6 dm,水深4.5 dm,当把一块石头放入水箱后(完全浸没),水位上升到7 dm(水未溢出)。这块石头的体积是多少?(6分)'}","status code exception, 401"
{'question': '2.把一块不规则的石块放入一个棱长是8分米的正方体容器，水面上升了5厘米，求这块石块的体积。'},"status code exception, 401"
{'question': '3.一个长方体玻璃缸，从里面量长8分米，宽6分米，高4分米，水深2.9分米。如果投入一块棱长为4分米的正方体铁块，缸里水将溢出多少升？（5分）'},"status code exception, 401"
{'question': '在一个长48cm、宽25cm、高20cm的长方体水箱中注入15cm深的水，把一个棱长为12cm的正方体铁块沉入水中，则水箱内的水面将上升到几厘米？'},"status code exception, 401"
{'question': '3.把一块珊瑚石放进一个有水的容器中，完全浸没，水平上升了3dm，容器的底面积是48dm^2，这块珊瑚石的体积是多大?(6分)'},"status code exception, 401"
{'question': '往一个长30厘米，宽20厘米，深15厘米的水箱内倒入3升水，这时水面离箱口还有多少分米？'},"status code exception, 401"
"{'question': '一间教室长8米，宽是6米，高是4米。要粉刷教室的屋顶和四面墙壁，除去门窗和黑板面积25.4m2,如果每平方米要12元涂料，粉刷这间教室需要多少元涂料费？'}","status code exception, 401"
{'question': '一个长方体形状的蓄水池，长5m，宽4m，高2.5m。要给池底和四壁抹上水泥，如果每平方米用水泥20.4kg，一共要用水泥多少千克？'},"status code exception, 401"
{'question': '2、一个无盖的长方形鱼缸，长0.4米、宽0.25米、深0.3米，做这只鱼缸至少要用玻璃多少平方米？'},"status code exception, 401"
{'question': '一节长方体形状的铁皮通风管长2米，横截面是边长为10厘米的正方体，做12节通风管至少需要多少平方厘米铁皮？'},"status code exception, 401"
{'question': '2．学校活动中心要油漆5根长方体柱子（只漆侧面）。柱子横截面是边长3dm的正方形，柱子高4m，每平方米需要4.5元油漆，买油漆共要多少钱？'},"status code exception, 401"
{'question': '23.一个水池长6米、宽5米、高1.5米。池里所储的水是36立方米，问现在水面距池口多少米？'},"status code exception, 401"
{'question': '13.教室长10米，宽6米，高3.5米，要粉刷教室的四面墙壁和天花板（除去门窗和黑板的面积12平方米)，共要粉刷多大的面积?'},"status code exception, 401"
{'question': '碧波游泳池，长25米，宽10米，深1.6米，在游泳池的四周和池底砌瓷砖，如果瓷砖的边长是1分米的正方形，那么至少需要这种瓷砖多少块？'},"status code exception, 401"
{'question': '6．如图，把一根长50dm的长方体木材截成三段，表面积比原来增加0.96dm²。原来这根木材的体积是多少立方分米？'},"status code exception, 401"
{'question': '水泥厂要制作10根长方体铁皮通风管，管口是边长30厘米的正方形，管子长2米。共需多少平方米铁皮？'},"status code exception, 401"
{'question': '5.一个用硬纸板做成的长方体影集封套，长30厘米，宽25厘米，高2厘米，封套的左面不封口，做这个封套至少需要多少平方厘米硬纸板？（6分）'},"status code exception, 401"
{'question': '2.宾馆门厅里有2根方柱，每根方柱高6米，底面是边长为80厘米的正方形。如果在每根方柱的四周贴上大理石，那么贴大理石的面积是多少平方米？（5分）'},"status code exception, 401"
{'question': '一个长方体棱长的总和是60CM，已知长是宽的1.5倍，宽是高的2倍，求这个长方体的长、宽、高。'},"status code exception, 401"
{'question': '5.将一根384cm的铁丝焊成一个长、宽、高的比是3:2:1的长方体模型。这个模型的长、宽、高各是多少厘米？'},"status code exception, 401"
{'question': '5.东方小学要砌一道长15米，厚24厘米，高3米的砖墙。如果每立方米用砖525块。一共用砖多少块？（5分）'},"status code exception, 401"
{'question': '14.一个小蓄水池，长10米，宽6米，高3米，如果每分钟蓄水18立方米，用多长时间能蓄满这个蓄水池？'},"status code exception, 401"
{'question': '16.一个长方形水箱，长5分米，宽4分米，高3分米．装满水后倒入一个棱长是5分米的水箱内，水深多少分米？'},"status code exception, 401"
{'question': '6.建筑工地上要挖一个长25米，宽18米，深4米的长方体坑，在挖的过程中要将土运走，如果每辆运土车能运6方土，那么5辆运土车要运多少趟オ能把土运完?(1方＝1立方米)(7分)'},"status code exception, 401"
{'question': '32．（5分）一个长方体，棱长之和是84厘米，长是宽的2倍，宽是高的3倍，则这个长方形的体积是多少立方厘米．'},"status code exception, 401"
{'question': '24．（6分）一个长方体游泳池，长50米，宽21米，深2米．每根进水管每分进水10立方米，三根进水管同时进水，要将空池注满需多长时间？'},"status code exception, 401"
{'question': '3、两个棱长为1厘米的正方体木块，拼成一个长方体，这个长方体表面积是多少平方厘米？'},"status code exception, 401"
{'question': '一个长方体，如果高增加2厘米，就成为一个正方体，这时表面积比原来增加了64平方厘米，原来的长方体的表面积是多少平方厘米？'},"status code exception, 401"
{'question': '一个长方体底面是一个边长为20厘米的正方形，高为40厘米，如果把它的高增加5厘米，它的表面积会增加多少？'},"status code exception, 401"
{'question': '例题：一个长方体高减少3厘米后，表面积减少了72平方厘米，剩下的刚好是一个正方体，原来长方体的表面积是多少平方厘米？'},"status code exception, 401"
"{'question': '6.一个长方体的长是12分米,高是6分米,宽是6分米,如果只把它的高增加2分米,那么它的表面积会增加多少平方分米?(5分)'}","status code exception, 401"
{'question': '学校饭堂使用的是一个长方体形状的铁皮烟囱，烟囱高6米，底部是一个边长80厘米的正方形。制作4个这样的烟囱至少需要铁皮多少平方米？（烟囱没有上底面和下底面）'},"status code exception, 401"
{'question': '恩阳工业园某加工厂要做一个长方体形的铁皮通风管，长16米，通风口是边长为0.2米的正方形．做这样一个通风管需要多少平方米铁皮？'},"status code exception, 401"
"{'question': '一块长方形铁板,长15分米,宽12分米,如果长和宽各减少2分米,面积比原来减少多少平方分米?'}","status code exception, 401"
{'question': '工人们准备粉刷一面外墙，墙长8米，高5米，墙上有一个边长2米的正方形窗户，需要粉刷的面积有多大？'},"status code exception, 401"
{'question': '3.学校音乐教室南面的墙壁长12米，宽8米，墙上有两个3平方米的窗户，现在要粉刷这面墙壁，要粉刷的面积是多少平方米？'},"status code exception, 401"
{'question': '2、一块长方形的地，长40m，宽10m，其中40%种西红柿，剩下的地按2：1种黄瓜和茄子，黄瓜和茄子分别要种多大面积？'},"status code exception, 401"
{'question': '27．（5分）有一个长25米、宽20米的花坛，如果在这个花坛的四周修3米宽的小路（如图），小路的面积是多少平方米？'},"status code exception, 401"
"{'question': '4.有6块同样大的长方形瓜地,每块瓜地长15米,宽4米。这些瓜地的面积一共是多少平方米?'}","status code exception, 401"
{'question': '30．学校新建了一个长35米、宽15米的花坛，如果每平方米可以栽15棵月季花，这个花坛共可以栽多少棵月季花？'},"status code exception, 401"
