status_code,code,msg,trace_id,origin_question,is_calc,video_url,pre_process_res,result,full_url
200,0,success,3070916575b4eab1,12.53-7.16+9.47+9.16=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=12.53-7.16%2B9.47%2B9.16%3D&validLen=0,"{""sum"":""$$12.53-7.16+9.47+9.16$$""}",$$24$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=12.53-7.16%2B9.47%2B9.16%3D
200,0,success,63f4f4261e25a698, \frac{9}{5}- \frac{2}{7}- \frac{5}{7}=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=%5Cfrac%7B9%7D%7B5%7D-%5Cfrac%7B2%7D%7B7%7D-%5Cfrac%7B5%7D%7B7%7D%3D&validLen=0,"{""sum"":""$$\frac{9}{5}-\frac{2}{7}-\frac{5}{7}$$""}",$$\frac{4}{5}$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=%20%5Cfrac%7B9%7D%7B5%7D-%20%5Cfrac%7B2%7D%7B7%7D-%20%5Cfrac%7B5%7D%7B7%7D%3D
200,0,success,0bfe4a8f4007ed5f,\frac{8}{5}-(\frac{4}{21}+\frac{3}{5})=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=%5Cfrac%7B8%7D%7B5%7D-%28%5Cfrac%7B4%7D%7B21%7D%2B%5Cfrac%7B3%7D%7B5%7D%29%3D&validLen=0,"{""sum"":""$$\frac{8}{5}-(\frac{4}{21}+\frac{3}{5})$$""}",$$\frac{17}{21}$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=%5Cfrac%7B8%7D%7B5%7D-%28%5Cfrac%7B4%7D%7B21%7D%2B%5Cfrac%7B3%7D%7B5%7D%29%3D
200,0,success,45d8847af7959937,12/13+7/11-12/13+7/11=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=12%2F13%2B7%2F11-12%2F13%2B7%2F11%3D&validLen=0,"{""sum"":""$$\frac{12}{13}+\frac{7}{11}-\frac{12}{13}+\frac{7}{11}$$""}",$$1\frac{3}{11}$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=12/13%2B7/11-12/13%2B7/11%3D
200,0,success,16d524bfb5ec8219,2/5+(2/3-2/5)=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=2%2F5%2B%282%2F3-2%2F5%29%3D&validLen=0,"{""sum"":""$$\frac{2}{5}+(\frac{2}{3}-\frac{2}{5})$$""}",$$\frac{2}{3}$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=2/5%2B%282/3-2/5%29%3D
200,0,success,4214d0bcfdbb4229,5/6-13/15+1/6=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=5%2F6-13%2F15%2B1%2F6%3D&validLen=0,"{""sum"":""$$\frac{5}{6}-\frac{13}{15}+\frac{1}{6}$$""}",$$\frac{2}{15}$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=5/6-13/15%2B1/6%3D
200,0,success,1932e2cde19410e0,9/5-(2/7+4/5)-4/7=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=9%2F5-%282%2F7%2B4%2F5%29-4%2F7%3D&validLen=0,"{""sum"":""$$\frac{9}{5}-(\frac{2}{7}+\frac{4}{5})-\frac{4}{7}$$""}",$$\frac{1}{7}$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=9/5-%282/7%2B4/5%29-4/7%3D
200,0,success,56416417f1a9f3d1,375+219+381+225=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=375%2B219%2B381%2B225%3D&validLen=0,"{""sum"":""$$375+219+381+225$$""}",$$1200$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=375%2B219%2B381%2B225%3D
200,0,success,155ed16ffe7fb256,0.9+2.2+1.1+0.8=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=0.9%2B2.2%2B1.1%2B0.8%3D&validLen=0,"{""sum"":""$$0.9+2.2+1.1+0.8$$""}",$$5$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=0.9%2B2.2%2B1.1%2B0.8%3D
200,0,success,313a7d03df3eed9f,64.4+7.8+0.6=,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=64.4%2B7.8%2B0.6%3D&validLen=0,"{""sum"":""$$64.4+7.8+0.6$$""}",$$72.8$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=64.4%2B7.8%2B0.6%3D
