status_code,code,msg,trace_id,origin_question,is_calc,video_url,pre_process_res,result,full_url
200,0,success,78491fddd9e5fba6,234\times568,True,https://ailearn.chengjiukehu.com/auto-math-lecture-h5/#/?calc=true&circLen=0&cmpByDot=false&num1=234&num2=568&op=%C3%97&relSym=%3D&validLen=0,"{""calc"":true,""num1"":""234"",""op"":""×"",""num2"":""568"",""relSym"":""="",""cmpByDot"":false,""validLen"":0,""result"":""132912"",""circLen"":0}",132912,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=234%5Ctimes568
200,30004,python接口状态码异常,14a361f74d44fa9c,\frac{9820}{1111}-6\times23+1-22,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=%5Cfrac%7B9820%7D%7B1111%7D-6%5Ctimes23%2B1-22
200,30004,python接口状态码异常,09d2225c4ef5e991,12341.1+11.1244,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=12341.1%2B11.1244
200,30004,python接口状态码异常,2e547c558809a65b,\frac{23}{123}-\frac{12}{234},,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=%5Cfrac%7B23%7D%7B123%7D-%5Cfrac%7B12%7D%7B234%7D
200,0,success,6877aa672f102975,19 \frac{7}{30}-8 \frac{9}{10}-2 \frac{14}{15},True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=19+%5Cfrac%7B7%7D%7B30%7D-8+%5Cfrac%7B9%7D%7B10%7D-2+%5Cfrac%7B14%7D%7B15%7D&validLen=0,"{""sum"":""$$19\frac{7}{30}-8\frac{9}{10}-2\frac{14}{15}$$""}",$$7\frac{2}{5}$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=19%20%5Cfrac%7B7%7D%7B30%7D-8%20%5Cfrac%7B9%7D%7B10%7D-2%20%5Cfrac%7B14%7D%7B15%7D
200,0,success,13f6a0e2468d1b40,671+649+129,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=671%2B649%2B129&validLen=0,"{""sum"":""$$671+649+129$$""}",$$1449$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=671%2B649%2B129
200,0,success,12e9b9266dc572eb,5\times20\times16\times125\times8\times5,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=5%5Ctimes20%5Ctimes16%5Ctimes125%5Ctimes8%5Ctimes5&validLen=0,"{""sum"":""$$5 \times 20 \times 16 \times 125 \times 8 \times 5$$""}",$$8000000$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=5%5Ctimes20%5Ctimes16%5Ctimes125%5Ctimes8%5Ctimes5
200,0,success,6db5e04f912971a2,125\times24,True,https://ailearn.chengjiukehu.com/auto-math-lecture-h5/#/?calc=true&circLen=0&cmpByDot=false&num1=125&num2=24&op=%C3%97&relSym=%3D&validLen=0&sum=125%5Ctimes24,"{""calc"":true,""num1"":""125"",""op"":""×"",""num2"":""24"",""relSym"":""="",""cmpByDot"":false,""validLen"":0,""result"":""3000"",""circLen"":0}",3000,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=125%5Ctimes24
200,0,success,07007d2e620df25d,(100+1)\times35,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=%28100%2B1%29%5Ctimes35&validLen=0,"{""sum"":""$$(100+1) \times 35$$""}",$$3535$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=%28100%2B1%29%5Ctimes35
200,0,success,4e4fb940b01afc57,5\times0.2\times12.5\times8,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=5%5Ctimes0.2%5Ctimes12.5%5Ctimes8&validLen=0,"{""sum"":""$$5 \times 0.2 \times 12.5 \times 8$$""}",$$100$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=5%5Ctimes0.2%5Ctimes12.5%5Ctimes8
200,0,success,6d0965e3739d6ea0,(40-0.8)\times2.5,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=%2840-0.8%29%5Ctimes2.5&validLen=0,"{""sum"":""$$(40-0.8) \times 2.5$$""}",$$98$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=%2840-0.8%29%5Ctimes2.5
200,0,success,71093498b11f11df,5.8\times7.2+58\times0.18+580\times0.01,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=5.8%5Ctimes7.2%2B58%5Ctimes0.18%2B580%5Ctimes0.01&validLen=0,"{""sum"":""$$5.8 \times 7.2+58 \times 0.18+580 \times 0.01$$""}",$$58$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=5.8%5Ctimes7.2%2B58%5Ctimes0.18%2B580%5Ctimes0.01
200,0,success,5c3f4b1dbe533309,\frac{2}{5}\times2.4+\frac{1}{5}\times2.4+2.4÷\frac{5}{7},True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=%5Cfrac%7B2%7D%7B5%7D%5Ctimes2.4%2B%5Cfrac%7B1%7D%7B5%7D%5Ctimes2.4%2B2.4%C3%B7%5Cfrac%7B5%7D%7B7%7D&validLen=0,"{""sum"":""$$\frac{2}{5} \times 2.4+\frac{1}{5} \times 2.4+2.4 \div \frac{5}{7}$$""}",$$4.8$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=%5Cfrac%7B2%7D%7B5%7D%5Ctimes2.4%2B%5Cfrac%7B1%7D%7B5%7D%5Ctimes2.4%2B2.4%C3%B7%5Cfrac%7B5%7D%7B7%7D
200,0,success,6078a49bcac3239b,304\times25,True,https://ailearn.chengjiukehu.com/auto-math-lecture-h5/#/?calc=true&circLen=0&cmpByDot=false&num1=304&num2=25&op=%C3%97&relSym=%3D&validLen=0&sum=304%5Ctimes25,"{""calc"":true,""num1"":""304"",""op"":""×"",""num2"":""25"",""relSym"":""="",""cmpByDot"":false,""validLen"":0,""result"":""7600"",""circLen"":0}",7600,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=304%5Ctimes25
200,0,success,666def6281795344,102\times5.2,True,https://ailearn.chengjiukehu.com/auto-math-lecture-h5/#/?calc=true&circLen=0&cmpByDot=false&num1=102&num2=5.2&op=%C3%97&relSym=%E2%89%88&validLen=0&sum=102%5Ctimes5.2,"{""calc"":true,""num1"":""102"",""op"":""×"",""num2"":""5.2"",""relSym"":""≈"",""cmpByDot"":false,""validLen"":0,""result"":""530"",""circLen"":0}",530,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=102%5Ctimes5.2
200,30004,python接口状态码异常,385a6d2bfa3e37de,58\times72+58\times108+580\times0.01+242,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=58%5Ctimes72%2B58%5Ctimes108%2B580%5Ctimes0.01%2B242
200,30004,python接口状态码异常,293e885e844cedee,0.99+0.999+0.001+0.1+0.9+0.01,,,,,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=0.99%2B0.999%2B0.001%2B0.1%2B0.9%2B0.01
200,0,success,0c7684481b1eac0d,(\frac{5}{12}-\frac{1}{3}+\frac{1}{4})\times24,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=%28%5Cfrac%7B5%7D%7B12%7D-%5Cfrac%7B1%7D%7B3%7D%2B%5Cfrac%7B1%7D%7B4%7D%29%5Ctimes24&validLen=0,"{""sum"":""$$(\frac{5}{12}-\frac{1}{3}+\frac{1}{4}) \times 24$$""}",$$8$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=%28%5Cfrac%7B5%7D%7B12%7D-%5Cfrac%7B1%7D%7B3%7D%2B%5Cfrac%7B1%7D%7B4%7D%29%5Ctimes24
200,0,success,24b0585fcc5b1ffe,26+71+74+29,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=26%2B71%2B74%2B29&validLen=0,"{""sum"":""$$26+71+74+29$$""}",$$200$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=26%2B71%2B74%2B29
200,0,success,5d4bd2cc4f018738,75.08-(15.4-8.5)+53.68,True,http://static-test.tipaipai.com/auto-math-contracted-calculation/index.html#/?calc=true&cmpByDot=false&sum=75.08-%2815.4-8.5%29%2B53.68&validLen=0,"{""sum"":""$$75.08-(15.4-8.5)+53.68$$""}",$$121.86$$,http://ailearn.chengjiukehu.com/alv-automath-service-web/v1/automath/check?sum=75.08-%2815.4-8.5%29%2B53.68
